Iteration, Reward 
0,46.000000
1,34.000000
2,61.000000
3,63.000000
4,48.000000
5,57.000000
6,11.000000
7,72.000000
8,149.000000
9,34.000000
10,55.000000
11,54.000000
12,38.000000
13,80.000000
14,57.000000
15,42.000000
16,76.000000
17,71.000000
18,35.000000
19,38.000000
20,45.000000
21,11.000000
22,83.000000
23,198.000000
24,42.000000
25,133.000000
26,19.000000
27,78.000000
28,60.000000
29,58.000000
30,36.000000
31,44.000000
32,62.000000
33,74.000000
34,28.000000
35,128.000000
36,41.000000
37,53.000000
38,41.000000
39,81.000000
40,48.000000
41,65.000000
42,87.000000
43,63.000000
44,58.000000
45,40.000000
46,66.000000
47,35.000000
48,37.000000
49,60.000000
50,48.000000
51,89.000000
52,56.000000
53,44.000000
54,64.000000
55,81.000000
56,78.000000
57,26.000000
58,99.000000
59,59.000000
60,90.000000
61,94.000000
62,67.000000
63,92.000000
64,47.000000
65,57.000000
66,73.000000
67,72.000000
68,48.000000
69,33.000000
70,33.000000
71,52.000000
72,51.000000
73,64.000000
74,73.000000
75,53.000000
76,78.000000
77,35.000000
78,62.000000
79,63.000000
80,53.000000
81,87.000000
82,102.000000
83,67.000000
84,83.000000
85,55.000000
86,68.000000
87,67.000000
88,76.000000
89,106.000000
90,95.000000
91,132.000000
92,61.000000
93,52.000000
94,84.000000
95,58.000000
96,117.000000
97,61.000000
98,61.000000
99,67.000000
100,43.000000
101,68.000000
102,128.000000
103,47.000000
104,68.000000
105,82.000000
106,71.000000
107,109.000000
108,46.000000
109,37.000000
110,75.000000
111,94.000000
112,74.000000
113,99.000000
114,60.000000
115,55.000000
116,50.000000
117,75.000000
118,87.000000
119,66.000000
120,82.000000
121,94.000000
122,57.000000
123,59.000000
124,55.000000
125,58.000000
126,89.000000
127,65.000000
128,97.000000
129,87.000000
130,88.000000
131,92.000000
132,61.000000
133,61.000000
134,59.000000
135,55.000000
136,78.000000
137,115.000000
138,65.000000
139,88.000000
140,57.000000
141,65.000000
142,100.000000
143,71.000000
144,103.000000
145,42.000000
146,97.000000
147,45.000000
148,112.000000
149,128.000000
150,76.000000
151,75.000000
152,85.000000
153,88.000000
154,77.000000
155,83.000000
156,64.000000
157,78.000000
158,71.000000
159,95.000000
160,102.000000
161,60.000000
162,66.000000
163,72.000000
164,32.000000
165,86.000000
166,72.000000
167,71.000000
168,80.000000
169,65.000000
170,131.000000
171,54.000000
172,45.000000
173,81.000000
174,82.000000
175,128.000000
176,79.000000
177,69.000000
178,95.000000
179,68.000000
180,71.000000
181,100.000000
182,87.000000
183,80.000000
184,55.000000
185,126.000000
186,83.000000
187,70.000000
188,87.000000
189,67.000000
190,62.000000
191,64.000000
192,126.000000
193,74.000000
194,118.000000
195,123.000000
196,107.000000
197,123.000000
198,118.000000
199,87.000000
200,94.000000
201,137.000000
202,86.000000
203,80.000000
204,92.000000
205,101.000000
206,89.000000
207,130.000000
208,104.000000
209,65.000000
210,77.000000
211,136.000000
212,76.000000
213,114.000000
214,122.000000
215,74.000000
216,96.000000
217,150.000000
218,76.000000
219,61.000000
220,90.000000
221,134.000000
222,78.000000
223,131.000000
224,121.000000
225,91.000000
226,102.000000
227,81.000000
228,80.000000
229,75.000000
230,89.000000
231,85.000000
232,88.000000
233,127.000000
234,64.000000
235,77.000000
236,66.000000
237,69.000000
238,141.000000
239,96.000000
240,71.000000
241,100.000000
242,69.000000
243,80.000000
244,60.000000
245,163.000000
246,73.000000
247,128.000000
248,136.000000
249,136.000000
250,48.000000
251,115.000000
252,93.000000
253,198.000000
254,67.000000
255,89.000000
256,141.000000
257,74.000000
258,105.000000
259,84.000000
260,98.000000
261,105.000000
262,86.000000
263,169.000000
264,85.000000
265,104.000000
266,110.000000
267,113.000000
268,84.000000
269,147.000000
270,123.000000
271,76.000000
272,88.000000
273,82.000000
274,84.000000
275,146.000000
276,105.000000
277,127.000000
278,108.000000
279,92.000000
280,98.000000
281,137.000000
282,71.000000
283,84.000000
284,120.000000
285,107.000000
286,99.000000
287,103.000000
288,124.000000
289,100.000000
290,108.000000
291,111.000000
292,97.000000
293,96.000000
294,127.000000
295,116.000000
296,97.000000
297,139.000000
298,165.000000
299,109.000000
300,168.000000
301,113.000000
302,102.000000
303,119.000000
304,164.000000
305,81.000000
306,144.000000
307,134.000000
308,76.000000
309,75.000000
310,105.000000
311,151.000000
312,162.000000
313,104.000000
314,80.000000
315,198.000000
316,178.000000
317,172.000000
318,111.000000
319,103.000000
320,110.000000
321,198.000000
322,134.000000
323,121.000000
324,128.000000
325,102.000000
326,160.000000
327,120.000000
328,139.000000
329,97.000000
330,149.000000
331,107.000000
332,166.000000
333,169.000000
334,122.000000
335,148.000000
336,125.000000
337,110.000000
338,193.000000
339,133.000000
340,120.000000
341,128.000000
342,118.000000
343,176.000000
344,139.000000
345,131.000000
346,93.000000
347,139.000000
348,153.000000
349,113.000000
350,93.000000
351,111.000000
352,88.000000
353,114.000000
354,147.000000
355,198.000000
356,198.000000
357,195.000000
358,92.000000
359,107.000000
360,111.000000
361,182.000000
362,125.000000
363,168.000000
364,122.000000
365,178.000000
366,146.000000
367,110.000000
368,139.000000
369,155.000000
370,128.000000
371,115.000000
372,194.000000
373,175.000000
374,140.000000
375,157.000000
376,121.000000
377,145.000000
378,128.000000
379,58.000000
380,102.000000
381,156.000000
382,131.000000
383,172.000000
384,154.000000
385,168.000000
386,168.000000
387,164.000000
388,165.000000
389,159.000000
390,172.000000
391,198.000000
392,134.000000
393,140.000000
394,124.000000
395,164.000000
396,127.000000
397,115.000000
398,146.000000
399,185.000000
400,87.000000
401,169.000000
402,120.000000
403,121.000000
404,145.000000
405,194.000000
406,164.000000
407,36.000000
408,198.000000
409,198.000000
410,125.000000
411,156.000000
412,195.000000
413,198.000000
414,132.000000
415,196.000000
416,135.000000
417,198.000000
418,198.000000
419,182.000000
420,196.000000
421,138.000000
422,153.000000
423,198.000000
424,182.000000
425,198.000000
426,175.000000
427,130.000000
428,117.000000
429,198.000000
430,117.000000
431,198.000000
432,85.000000
433,111.000000
434,116.000000
435,198.000000
436,198.000000
437,182.000000
438,181.000000
439,198.000000
440,198.000000
441,198.000000
442,198.000000
443,198.000000
444,198.000000
445,144.000000
446,198.000000
447,173.000000
448,198.000000
449,121.000000
450,198.000000
451,162.000000
452,198.000000
453,198.000000
454,198.000000
455,198.000000
456,198.000000
457,198.000000
458,155.000000
459,198.000000
460,198.000000
461,198.000000
462,198.000000
463,198.000000
464,198.000000
465,198.000000
466,175.000000
467,154.000000
468,126.000000
469,198.000000
470,198.000000
471,198.000000
472,198.000000
473,198.000000
474,198.000000
475,198.000000
476,198.000000
477,198.000000
478,198.000000
479,198.000000
480,164.000000
481,198.000000
482,135.000000
483,198.000000
484,198.000000
485,145.000000
486,193.000000
487,198.000000
488,198.000000
489,198.000000
490,198.000000
491,198.000000
492,198.000000
493,198.000000
494,122.000000
495,182.000000
496,157.000000
497,172.000000
498,152.000000
499,198.000000
500,198.000000
501,198.000000
502,198.000000
503,169.000000
504,198.000000
505,198.000000
506,198.000000
507,177.000000
508,165.000000
509,195.000000
510,198.000000
511,145.000000
512,167.000000
513,155.000000
514,195.000000
515,198.000000
516,168.000000
517,160.000000
518,179.000000
519,198.000000
520,136.000000
521,125.000000
522,175.000000
523,198.000000
524,130.000000
525,151.000000
526,198.000000
527,167.000000
528,198.000000
529,198.000000
530,198.000000
531,152.000000
532,198.000000
533,198.000000
534,147.000000
535,164.000000
536,191.000000
537,198.000000
538,188.000000
539,161.000000
540,173.000000
541,198.000000
542,198.000000
543,198.000000
544,198.000000
545,198.000000
546,198.000000
547,172.000000
548,161.000000
549,179.000000
550,172.000000
551,147.000000
552,198.000000
553,155.000000
554,198.000000
555,150.000000
556,198.000000
557,193.000000
558,164.000000
559,198.000000
560,198.000000
561,198.000000
562,198.000000
563,174.000000
564,198.000000
565,198.000000
566,198.000000
567,103.000000
568,198.000000
569,166.000000
570,198.000000
571,192.000000
572,123.000000
573,125.000000
574,173.000000
575,198.000000
576,182.000000
577,198.000000
578,149.000000
579,198.000000
580,150.000000
581,195.000000
582,198.000000
583,173.000000
584,198.000000
585,158.000000
586,198.000000
587,161.000000
588,170.000000
589,184.000000
590,198.000000
591,198.000000
592,164.000000
593,150.000000
594,190.000000
595,184.000000
596,136.000000
597,191.000000
598,175.000000
599,158.000000
600,185.000000
601,198.000000
602,164.000000
603,124.000000
604,198.000000
605,162.000000
606,154.000000
607,198.000000
608,184.000000
609,170.000000
610,146.000000
611,151.000000
612,139.000000
613,180.000000
614,198.000000
615,138.000000
616,125.000000
617,123.000000
618,153.000000
619,189.000000
620,119.000000
621,161.000000
622,155.000000
623,166.000000
624,159.000000
625,198.000000
626,198.000000
627,198.000000
628,145.000000
629,198.000000
630,191.000000
631,152.000000
632,198.000000
633,198.000000
634,198.000000
635,198.000000
636,142.000000
637,195.000000
638,198.000000
639,82.000000
640,198.000000
641,198.000000
642,130.000000
643,198.000000
644,135.000000
645,198.000000
646,180.000000
647,182.000000
648,144.000000
649,198.000000
650,198.000000
651,198.000000
652,178.000000
653,187.000000
654,136.000000
655,175.000000
656,163.000000
657,179.000000
658,198.000000
659,198.000000
660,198.000000
661,198.000000
662,164.000000
663,194.000000
664,198.000000
665,172.000000
666,158.000000
667,198.000000
668,121.000000
669,198.000000
670,198.000000
671,186.000000
672,193.000000
673,198.000000
674,195.000000
675,198.000000
676,198.000000
677,198.000000
678,198.000000
679,172.000000
680,198.000000
681,196.000000
682,177.000000
683,192.000000
684,171.000000
685,195.000000
686,198.000000
687,198.000000
688,198.000000
689,198.000000
690,164.000000
691,144.000000
692,190.000000
693,198.000000
694,179.000000
695,177.000000
696,198.000000
697,198.000000
698,176.000000
699,198.000000
700,198.000000
701,198.000000
702,198.000000
703,198.000000
704,198.000000
705,198.000000
706,198.000000
707,198.000000
708,198.000000
709,198.000000
710,198.000000
711,198.000000
712,198.000000
713,198.000000
714,198.000000
715,198.000000
